,jpy_2d,can_2d,cny_2d,interest_2d,inflation_2d
2701,109.39186146387993,1.347587645101746,6.8463521518647825,2.438762980107231,1.8612279074530107
2702,109.40267492376185,1.3451130371182618,6.833690749480606,2.454449617708138,1.867166065129691
2703,109.43745776933825,1.3464259744149043,6.840165836759485,2.446810058495446,1.8644269188064067
2704,109.39812182143025,1.345739209226478,6.836884952114034,2.450312535955219,1.8647360602004024
2705,109.42817340410278,1.3461176006909898,6.838542507688703,2.4487658915041206,1.8639383562509733
2706,109.40748959836414,1.3459257774233995,6.8377236150773415,2.4493586037361634,1.863582695493396
2707,109.41975843702566,1.346040081715962,6.8381333293960775,2.4491332858207264,1.86302263011928
2708,109.41215651735887,1.345989856000294,6.837941021068876,2.449165921194334,1.8625720551173008
2709,109.415906529455,1.3460280714268578,6.838039615887363,2.4491549292352333,1.8620578484331451
2710,109.41344838939423,1.3460187695208696,6.837999860889134,2.4491199670538464,1.8615819570439718
2712,109.4142581850799,1.3460349774261915,6.838024711503869,2.44912039454263,1.8610835277401927
2713,109.41340828825906,1.3460375037390562,6.838020035560834,2.449091743134398,1.8605983521317007
2714,109.41337163877988,1.3460473601242438,6.838028505234282,2.449082863079251,1.8601059336377448
2715,109.41295146576125,1.346053293976995,6.838031314500615,2.4490618633098156,1.8596176562356
2716,109.4127043924472,1.3460613243107438,6.838036452878591,2.4490477770153474,1.8591273907854102
2717,109.41238336062723,1.3460682358466345,6.8380406958008075,2.449029972584656,1.858638338095042
2718,109.41209160783114,1.3460757435262334,6.838045244721141,2.4490140612449696,1.8581488752343984
2719,109.41178962640662,1.34608293427608,6.838049714045076,2.4489972407310217,1.8576598017485777
2720,109.41149036216228,1.346090293214621,6.838054185722027,2.4489808273729996,1.857170734449992
2721,109.41119098831358,1.3460975632374683,6.838058675089356,2.448964249358524,1.8566818521093853
2722,109.41089104809264,1.3461048802078432,6.838063146219,2.448947727031143,1.8561930732414162
2723,109.41059168957153,1.3461121725745708,6.838067631111768,2.4489311939834306,1.8557044342034819
2724,109.41029190621668,1.3461194778720367,6.838072106851352,2.4489146563618793,1.8552159188644723
2725,109.40999239437122,1.3461267764982578,6.838076588284032,2.4488981269478054,1.8547275343612581
2726,109.40969272529153,1.3461340786385572,6.838081066331673,2.4488815904394268,1.854239277356205
2727,109.40939314374563,1.346141379030543,6.838085546341884,2.44886505932405,1.8537511494410426
2728,109.4090935178635,1.346148680375897,6.838090025244477,2.4488485248138585,1.8532631497080492
2729,109.40879391519559,1.3461559812973818,6.838094504770192,2.448831992602216,1.8527752786356573
2730,109.40849430279486,1.3461632824915442,6.838098983956149,2.4488154591978732,1.8522875358706898
2731,109.40819469590105,1.3461705836092066,6.838103463332969,2.4487989266565515,1.8517999215846002
2732,109.40789508790431,1.3461778848236734,6.838107942610212,2.448782393806144,1.85131243561083
2733,109.40759548142496,1.3461851860499026,6.838112421946101,2.448765861297203,1.850825078000734
2734,109.4072958755723,1.346192487329081,6.838116901254723,2.448749328777013,1.8503378486667739
2735,109.40699627055157,1.3461997886415678,6.838121380582622,2.4487327964328185,1.8498507476084785
2736,109.40669666639045,1.3462070899965564,6.838125859904624,2.448716264167134,1.8493637747718525
2737,109.40639706300769,1.3462143913898432,6.838130339234327,2.4486997320297847,1.8488769301351924
2738,109.40609746047724,1.346221692823293,6.838134818564394,2.4486831999957532,1.8483902136577024
2740,109.40579785874625,1.3462289942961134,6.8381392978987785,2.44866666807738,1.8479036253096934
2741,109.40549825784835,1.3462362958086207,6.838143777235355,2.4486501362686823,1.8474171650551483
2742,109.40519865776378,1.346243597360702,6.838148256575263,2.4486336045725072,1.8469308328616176
2743,109.40489905850353,1.3462508989523894,6.838152735917894,2.448617072987524,1.8464446286946936
2744,109.40459946006168,1.3462582005836805,6.83815721526357,2.448600541514341,1.8459585525210482
2745,109.40429986244123,1.3462655022545698,6.838161694612121,2.4485840101526835,1.8454726043067884
2746,109.40400026564073,1.346272803965064,6.838166173963639,2.4485674789026715,1.844986784018333
2747,109.40370066966094,1.346280105715158,6.838170653318073,2.4485509477642524,1.8445010916219515
2748,109.40340107450139,1.346287407504856,6.838175132675452,2.448534416737447,1.8440155270840042
2749,109.40310148016235,1.3462947093341557,6.838179612035758,2.4485178858222465,1.8435300903708183
2750,109.40280188664373,1.3463020112030586,6.838184091399003,2.448501355018652,1.8430447814487507
2751,109.40250229394553,1.3463093131115642,6.83818857076518,2.448484824326663,1.8425596002841573
2752,109.40220270206765,1.346316615059673,6.838193050134292,2.4484682937462785,1.8420745468434074
