$jpy
                fcst        lower      upper         CI
 [95,] -2.884369e-06 -0.015969987 0.01596422 0.01596710
 [96,]  8.793544e-06 -0.015958310 0.01597590 0.01596710
 [97,] -5.855947e-06 -0.015972960 0.01596125 0.01596710
 [98,]  7.017487e-06 -0.015960087 0.01597412 0.01596710
 [99,] -3.611242e-06 -0.015970716 0.01596349 0.01596710
[100,]  2.104157e-06 -0.015965001 0.01596921 0.01596711
[101,] -5.902437e-06 -0.015973008 0.01596120 0.01596711
[102,]  5.945525e-06 -0.015961160 0.01597305 0.01596711
[103,] -4.137022e-06 -0.015971243 0.01596297 0.01596711
[104,]  9.348359e-07 -0.015966172 0.01596804 0.01596711
[105,] -6.865030e-07 -0.015967794 0.01596642 0.01596711
[106,] -2.171101e-07 -0.015967324 0.01596689 0.01596711
[107,] -1.700215e-06 -0.015968808 0.01596541 0.01596711
[108,] -4.676624e-07 -0.015967575 0.01596664 0.01596711
[109,]  1.521687e-06 -0.015965586 0.01596863 0.01596711
[110,] -4.418490e-06 -0.015971526 0.01596269 0.01596711
[111,]  1.210785e-06 -0.015965897 0.01596832 0.01596711
[112,] -1.333706e-06 -0.015968441 0.01596577 0.01596711
[113,]  1.644133e-06 -0.015965463 0.01596875 0.01596711
[114,] -1.070514e-06 -0.015968178 0.01596604 0.01596711
[115,]  2.872774e-06 -0.015964235 0.01596998 0.01596711
[116,] -1.684834e-06 -0.015968792 0.01596542 0.01596711
[117,]  3.933290e-07 -0.015966714 0.01596750 0.01596711
[118,] -1.425973e-06 -0.015968534 0.01596568 0.01596711
[119,]  1.901395e-06 -0.015965206 0.01596901 0.01596711
[120,] -1.686723e-06 -0.015968794 0.01596542 0.01596711
[121,]  1.646826e-06 -0.015965461 0.01596875 0.01596711
[122,] -7.804414e-07 -0.015967888 0.01596633 0.01596711
[123,]  5.831745e-07 -0.015966525 0.01596769 0.01596711
[124,] -1.325334e-06 -0.015968433 0.01596578 0.01596711
[125,]  8.129917e-07 -0.015966295 0.01596792 0.01596711
[126,] -9.181496e-07 -0.015968026 0.01596619 0.01596711
[127,] -1.444472e-07 -0.015967252 0.01596696 0.01596711
[128,] -7.619113e-07 -0.015967870 0.01596635 0.01596711
[129,]  1.040447e-07 -0.015967004 0.01596721 0.01596711
[130,] -8.435674e-07 -0.015967951 0.01596626 0.01596711
[131,] -1.887467e-07 -0.015967297 0.01596692 0.01596711
[132,]  3.697629e-07 -0.015966738 0.01596748 0.01596711
[133,] -3.813563e-07 -0.015967489 0.01596673 0.01596711
[134,] -7.518950e-08 -0.015967183 0.01596703 0.01596711
[135,] -1.999755e-07 -0.015967308 0.01596691 0.01596711
[136,]  2.479739e-08 -0.015967083 0.01596713 0.01596711
[137,] -7.282006e-07 -0.015967836 0.01596638 0.01596711
[138,]  4.215162e-07 -0.015966686 0.01596753 0.01596711
